Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
cntACMEVBoxLocked,blocks,Container,KgNone,ACME Vehicle Box,,,,,
cntACMEVBoxLockedDesc,blocks,Container,KgNone,"ACME Agent Equipment: ACME Vehicle Box including a Bicycle, a special Motorcycle and sometimes some special item too.\n(Break the lock in case you lost the Key)",,,,,
cntACMEGSuitcase,blocks,Container,KgNone,ACME Gun Suitcase,,,,,
cntACMEGSuitcaseLocked,blocks,Container,KgNone,ACME Gun Suitcase,,,,,
cntACMEGSuitcaseLockedDesc,blocks,Container,KgNone,"ACME Agent Equipment: ACME Gun Suitcase including various Weapons, Mods and Ammo.\n(Break the lock in case you lost the Key)",,,,,
cntACMEGSuitcase2,blocks,Container,KgNone,ACME Gun Demo Suitcase,,,,,
cntACMEGSuitcase2Locked,blocks,Container,KgNone,ACME Gun Demo Suitcase,,,,,
cntACMEGSuitcase2LockedDesc,blocks,Container,KgNone,"ACME DEMO Equipment: ACME Gun Demo Suitcase including various Weapons, Mods and Ammo.\nAuthorized only for Testing and Demonstration Purposes!\n(Break the lock in case you lost the Key)",,,,,
cntACMELuggage,blocks,Container,KgNone,ACME Clothing and Armor Luggage,,,,,
cntACMELuggageLocked,blocks,Container,KgNone,ACME Clothing and Armor Luggage,,,,,
cntACMELuggageLockedDesc,blocks,Container,KgNone,"ACME Agent Equipment: ACME Clothing and Armor Luggage including various Clothes, Armor and Mods for your daily business.\n(Break the lock in case you lost the Key)",,,,,
cntACMEFCooler,blocks,Container,KgNone,ACME Food Cooler,,,,,
cntACMEFCoolerLocked,blocks,Container,KgNone,ACME Food Cooler,,,,,
cntACMEFCoolerLockedDesc,blocks,Container,KgNone,"ACME Agent Equipment: ACME Food Cooler including selected Food and Drinks for your first Days.\n(Break the lock in case you lost the Key)",,,,,
cntACMEMBag,blocks,Container,KgNone,ACME Medical Bag,,,,,
cntACMEMBagLocked,blocks,Container,KgNone,ACME Medical Bag,,,,,
cntACMEMBagLockedDesc,blocks,Container,KgNone,"ACME Agent Equipment: ACME Medical Bag including selected Medic Supplies.\n(Break the lock in case you lost the Key)",,,,,
cntACMETBag,blocks,Container,KgNone,ACME Tools Bag,,,,,
cntACMETBagLocked,blocks,Container,KgNone,ACME Tools Bag,,,,,
cntACMETBagLockedDesc,blocks,Container,KgNone,"ACME Agent Equipment: ACME Tools Bag including selected Tools for your daily Business.\n(Break the lock in case you lost the Key)",,,,,
cntACMECrateTechPackage,blocks,Container,KgNone,ACME Tech Package,,,,,
cntACMECrateTechPackageLocked,blocks,Container,KgNone,ACME Tech Package,,,,,
cntACMECrateTechPackageLockedDesc,blocks,Container,KgNone,"ACME Agent Equipment: ACME Tech Package includes defense turrets and Power supply.\n(Break the lock in case you lost the Key)",,,,,
cntACMETCrate2,blocks,Container,KgNone,"ACME Tools & Ressources Pallets",,,,,
cntACMETCrate2Locked,blocks,Container,KgNone,"ACME Tools & Ressources Pallets",,,,,
cntACMETCrate2LockedDesc,blocks,Container,KgNone,"ACME Agent Equipment: ACME Tools & Ressources Pallets including selected Tools and Ressources for your daily Business.\n(Break the lock in case you lost the Key)",,,,,
cntAmmozonPackage01,blocks,Container,KgNone,"AMMOZON Ammo Deal #1",,,,,
cntAmmozonPackage01Locked,blocks,Container,KgNone,"AMMOZON Ammo Deal #1",,,,,
cntAmmozonPackage01LockedDesc,blocks,Container,KgNone," 500x 9mm Rounds\n 200x 7.62mm Rounds\n 200x Shotgun Shells\nDelivery time: approx. 1-4 hours",,,,,
cntAmmozonPackage02,blocks,Container,KgNone,"AMMOZON Ammo Deal #2",,,,,
cntAmmozonPackage02Locked,blocks,Container,KgNone,"AMMOZON Ammo Deal #2",,,,,
cntAmmozonPackage02LockedDesc,blocks,Container,KgNone,"1000x 9mm Rounds\n 400x 7.62mm Rounds\n 400x Shotgun Shells\nDelivery time: approx. 1-4 hours",,,,,
cntAmmozonPackage03,blocks,Container,KgNone,"AMMOZON Ammo Deal #3",,,,,
cntAmmozonPackage03Locked,blocks,Container,KgNone,"AMMOZON Ammo Deal #3",,,,,
cntAmmozonPackage03LockedDesc,blocks,Container,KgNone,"1500x 9mm Rounds\n 600x 7.62mm Rounds\n 600x Shotgun Shells\nDelivery time: approx. 1-4 hours",,,,,
cntAmmozonPackage04,blocks,Container,KgNone,"AMMOZON Ammo Deal #4",,,,,
cntAmmozonPackage04Locked,blocks,Container,KgNone,"AMMOZON Ammo Deal #4",,,,,
cntAmmozonPackage04LockedDesc,blocks,Container,KgNone,"3000x 9mm Rounds\n1200x 7.62mm Rounds\n1200x Shotgun Shells\nDelivery time: approx. 1-4 hours",,,,,
cntAmmozonPackage05,blocks,Container,KgNone,"AMMOZON Weapon Deal #1",,,,,
cntAmmozonPackage05Locked,blocks,Container,KgNone,"AMMOZON Weapon Deal #1",,,,,
cntAmmozonPackage05LockedDesc,blocks,Container,KgNone,"Weapon Shipment #1\nDelivery time: approx. 1-4 hours",,,,,
cntAmmozonPackage06,blocks,Container,KgNone,"AMMOZON Weapon Deal #2",,,,,
cntAmmozonPackage06Locked,blocks,Container,KgNone,"AMMOZON Weapon Deal #2",,,,,
cntAmmozonPackage06LockedDesc,blocks,Container,KgNone,"Weapon Shipment #2\nDelivery time: approx. 1-4 hours",,,,,
cntAmmozonPackage07,blocks,Container,KgNone,"AMMOZON Weapon Deal #3",,,,,
cntAmmozonPackage07Locked,blocks,Container,KgNone,"AMMOZON Weapon Deal #3",,,,,
cntAmmozonPackage07LockedDesc,blocks,Container,KgNone,"Weapon Shipment #3\nDelivery time: approx. 1-4 hours",,,,,
cntAmmozonPackage08,blocks,Container,KgNone,"AMMOZON Weapon Deal #4",,,,,
cntAmmozonPackage08Locked,blocks,Container,KgNone,"AMMOZON Weapon Deal #4",,,,,
cntAmmozonPackage08LockedDesc,blocks,Container,KgNone,"Weapon Shipment #4\nDelivery time: approx. 1-4 hours",,,,,
cntAmmozonPackage09,blocks,Container,KgNone,"AMMOZON Special Deal #1",,,,,
cntAmmozonPackage09Locked,blocks,Container,KgNone,"AMMOZON Special Deal #1",,,,,
cntAmmozonPackage09LockedDesc,blocks,Container,KgNone,"Special Shipment #1\nDelivery time: approx. 1-4 hours",,,,,
cntAmmozonPackage10,blocks,Container,KgNone,"AMMOZON Special Deal #2",,,,,
cntAmmozonPackage10Locked,blocks,Container,KgNone,"AMMOZON Special Deal #2",,,,,
cntAmmozonPackage10LockedDesc,blocks,Container,KgNone,"Special Shipment #2\nDelivery time: approx. 1-4 hours",,,,,
shadesACME,items,Clothes,New,ACME Agent Glasses,,,,,
shadesACMEDesc,items,Clothes,New,"ACME Agent Glasses. It does't not only look cool, it makes you a better Agents out there.",,,,,
cntVendingMachine,blocks,Container,New,"Marcus' Vending Machine",,,,,
cntVendingMachine2,blocks,Container,New,"Marcus' Vending Machine",,,,,
cntVendingMachine2Broken,blocks,Container,New,"Marcus' Vending Machine",,,,,
cntVendingMachineGroupDesc,blocks,Container,New,"Need Weapons? Ammo? Medics? MODs??\nCome here to Marcus' Vending Machines!\nIt has all and even more!\nBuy goods at vending machines with Duke coins.",,,,,
cntVendingMachineTrader,blocks,Container,New,"Marcus' Vending Machine",,,,,
gun44Magnum,items,Gun,KgNone,Funpimps .44 Magnum,,,,,
gun44MagnumDesc,items,Gun,KgNone,"The .44 Magnum is the king of handguns. It's the most powerful but makes the most noise. Wield this bad boy and make Clint proud.\nRepair with Repair Kits.\n\nFunpimps Variants are the most common Variant in the Wildlands.",,,,,
gunAK47,items,Gun,KgNone,Funpimps AK-47 Assault Rifle,,,,,
gunAK47Desc,items,Gun,KgNone,"This badass AK-47 Assault Rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nFunpimps Variants are the most common Variant in the Wildlands.",,,,,
gunHuntingRifle,items,Gun,KgNone,Funpimps Hunting Rifle,,,,,
gunHuntingRifleDesc,items,Gun,EnChanged,"This common farmer's hunting rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nFunpimps Variants are the most common Variant in the Wildlands.",,,,,
gunMR10,items,Gun,KgNone,Funpimps Marksman Rifle,,,,,
gunMR10Desc,items,Gun,New,"This marksman's rifle uses 7.62mm ammo and is your first choice if you want to make that shot count.\nRepair with Repair Kits.\n\nFunpimps Variants are the most common Variant in the Wildlands.",,,,,
gunPistol,items,Gun,KgNone,Funpimps Pistol,,,,,
gunPistolDesc,items,Gun,EnChanged,"A basic Pistol that uses 9mm ammo.\nRepair with Repair Kits.\n\nFunpimps Variants are the most common Variant in the Wildlands.",,,,,
gunPumpShotgun,items,Gun,KgNone,Funpimps Shotgun,,,,,
gunPumpShotgunDesc,items,Gun,EnChanged,"A long-barreled shotgun uses shells for ammo.\nRepair with Repair Kits.\n\nFunpimps Variants are the most common Variant in the Wildlands.",,,,,
gunRocketLauncher,items,Gun,KgNone,Funpimps Rocket Launcher,,,,,
gunRocketLauncherDesc,items,Gun,EnChanged,"A Rocket Launcher shoots rocket propelled grenades.\nRepair with Repair Kits.\n\nFunpimps Variants are the most common Variant in the Wildlands.",,,,,
gunSMG5,items,Gun,KgNone,Funpimps SMG-5,,,,,
gunSMG5Desc,items,Gun,EnChanged,"This submachine gun uses 9mm ammo.\nRepair with Repair Kits.\n\nFunpimps Variants are the most common Variant in the Wildlands.",,,,,
modGunConverterArmorJungle,item_modifiers,mod,New,JACOBS Manufacturing Conversion Kit,,,,,
modGunConverterArmorJungleDesc,item_modifiers,mod,New,"This Manufacturing Conversion Kit converts the Weapon into a JACOBS style Weapon with some of its Benefits and Drawbacks:\nMore Damage but more Recoil,\nHeadshot-Perk +1",,,,,
modGunConverterCamoDigital,item_modifiers,mod,New,DAHL Manufacturing Conversion Kit,,,,,
modGunConverterCamoDigitalDesc,item_modifiers,mod,New,"This Manufacturing Conversion Kit converts the Weapon into a DAHL style Weapon with some of its Benefits and Drawbacks:\nMore Accurate and less Recoil,\nRunAndGun-Perk +1",,,,,
modGunConverterArmorWinter,item_modifiers,mod,New,BANDIT Manufacturing Conversion Kit,,,,,
modGunConverterArmorWinterDesc,item_modifiers,mod,New,"This Manufacturing Conversion Kit converts the Weapon into a BANDIT style Weapon with some of its Benefits and Drawbacks:\nBigger Mags and Firerate but less accurate,\nAutomaticWeapons-Perk +1",,,,,
modGunConverterTotalArmorJungle,item_modifiers,mod,New,JACOBS Manufacturing Total Conversion Kit,,,,,
modGunConverterTotalArmorJungleDesc,item_modifiers,mod,New,"This Manufacturing Total Conversion Kit converts the Weapon into a JACOBS style Weapon with ALL of its Benefits and Drawbacks:\nMore Damage but more Recoil,\nHeadshot-Perk +2\n\nWARNING! This mod is irreversible!",,,,,
modGunConverterTotalCamoDigital,item_modifiers,mod,New,DAHL Manufacturing Total Conversion Kit,,,,,
modGunConverterTotalCamoDigitalDesc,item_modifiers,mod,New,"This Manufacturing Total Conversion Kit converts the Weapon into a DAHL style Weapon with ALL of its Benefits and Drawbacks:\nMore Accurate and less Recoil,\nRunAndGun-Perk +2\n\nWARNING! This mod is irreversible!",,,,,
modGunConverterTotalArmorWinter,item_modifiers,mod,New,BANDIT Manufacturing Total Conversion Kit,,,,,
modGunConverterTotalArmorWinterDesc,item_modifiers,mod,New,"This Manufacturing Total Conversion Kit converts the Weapon into a BANDIT style Weapon with ALL of its Benefits and Drawbacks:\nBigger Mags and Firerate but less accurate,\nAutomaticWeapons-Perk +2\n\nWARNING! This mod is irreversible!",,,,,
modGunElementFire,item_modifiers,mod,New,Fire Element,,,,,
modGunElementFireDesc,item_modifiers,mod,New,"Rare Fire Element. Adds Fire-Damage and burns all Targets!",,,,,
modGunElementElec,item_modifiers,mod,New,Electric Element,,,,,
modGunElementElecDesc,item_modifiers,mod,New,"Rare Electric Element. Adds Electric-Damage and shocks all Targets!",,,,,
modGunElementIce,item_modifiers,mod,New,Ice Element,,,,,
modGunElementIceDesc,item_modifiers,mod,New,"Rare Ice Element. Adds Cold-Damage and stuns all Targets!",,,,,
modGunElementToxic,item_modifiers,mod,New,Toxic Element,,,,,
modGunElementToxicDesc,item_modifiers,mod,New,"Rare Toxic Element. Adds Toxic-Damage and burns all Targets!",,,,,
modGunElementIntense,item_modifiers,mod,New,Maliwan Intensifier Element,,,,,
modGunElementIntenseDesc,item_modifiers,mod,New,"Rare Intensifier Element. Intensifies Elemental Damage on Maliwan Weapons!",,,,,
modGunAdvancedBarrel,item_modifiers,mod,New,Advanced Barrel,,,,,
modGunAdvancedBarrelDesc,item_modifiers,mod,New,Increases Damage.,,,,,
modGunAdvancedBarrelSchematic,items,Book,New,Advanced Barrel Schematic,,,,,
modGunMagazineExtender,item_modifiers,mod,New,Magazine Extender,,,,,
modGunMagazineExtenderDesc,item_modifiers,mod,New,Increases magazine capacity.,,,,,
modGunMagazineExtenderSchematic,items,Book,New,Magazine Extender Schematic,,,,,
modGunMagazineExtenderII,item_modifiers,mod,New,Bandit Drum Magazine Extender,,,,,
modGunMagazineExtenderIIDesc,item_modifiers,mod,New,Increases magazine capacity in Bandit Weapons.,,,,,
modGunMagazineExtenderIISchematic,items,Book,New,Bandit Drum Magazine Extender Schematic,,,,,
modGunMagazineExtenderMagnum,item_modifiers,mod,New,Magazine Extender for 44 Magnum,,,,,
modGunMagazineExtenderMagnumDesc,item_modifiers,mod,New,Increases magazine capacity.,,,,,
modGunMagazineExtenderMagnumSchematic,items,Book,New,Magazine Extender for 44 Magnums Schematic,,,,,
modGunMagazineExtenderHR,item_modifiers,mod,New,Magazine Extender for Hunting Rifle,,,,,
modGunMagazineExtenderHRDesc,item_modifiers,mod,New,Increases magazine capacity.,,,,,
modGunMagazineExtenderHRSchematic,items,Book,New,Magazine Extender for Hunting Rifles Schematic,,,,,
modGunMagazineExtenderSG,item_modifiers,mod,New,Magazine Extender for Shotguns,,,,,
modGunMagazineExtenderSGDesc,item_modifiers,mod,New,Increases magazine capacity.,,,,,
modGunMagazineExtenderSGSchematic,items,Book,New,Magazine Extender for Shotguns Schematic,,,,,
modArmorShield,item_modifiers,mod,New,Armor Shield Mod,,,,,
modArmorShieldDesc,item_modifiers,mod,New,"Experimental ACME Armor Mod.\nGreatly enhances your Survivability out there in the Wilderness!!",,,,,
modArmorShieldSchematic,items,Book,New,Armor Shield Mod Schematic,,,,,
modArmorStoragePocket,item_modifiers,mod,New,Storage Pocket,,,,,
modArmorStoragePocketDesc,item_modifiers,mod,New,Decrease encumbrance penalty by 3 by installing this modification into your armor.,,,,,
modArmorStoragePocketSchematic,items,mod,New,Storage Pocket Schematic,,,,,
modArmorDoubleStoragePocket,item_modifiers,mod,New,Double Storage Pocket,,,,,
modArmorDoubleStoragePocketDesc,item_modifiers,mod,New,Decrease encumbrance penalty by 6 by installing this modification into your armor.,,,,,
modArmorDoubleStoragePocketSchematic,items,mod,New,Double Storage Pocket,,,,,
modArmorTripleStoragePocket,item_modifiers,mod,New,Triple Storage Pocket,,,,,
modArmorTripleStoragePocketDesc,item_modifiers,mod,New,Decrease encumbrance penalty by 9 by installing this modification into your armor.,,,,,
modArmorTripleStoragePocketSchematic,item_modifiers,mod,New,Triple Storage Pocket Schematic,,,,,
statModSlots,UI,Item stat,New,Mod Slots,,,,,
xuiQuality0,UI,Item Info,KgNone,Broken,,,,,
xuiQuality1,UI,Item Info,KgNone,Common,,,,,
xuiQuality2,UI,Item Info,KgNone,Uncommon,,,,,
xuiQuality3,UI,Item Info,KgNone,Rare,,,,,
xuiQuality4,UI,Item Info,KgNone,Epic,,,,,
xuiQuality5,UI,Item Info,KgNone,Legendary,,,,,
xuiQuality6,UI,Item Info,KgNone,Legendary,,,,,
BZAxtonAutoTurret,blocks,Electricity,New,Axton's Auto Turret MKI,,,,,
BZAxtonAutoTurretDesc,blocks,Electricity,New,"Axton's special motion sensing bullet hose. No really, this thing eats ammunition. But good thing is, it doesn't cost any! Good thing, right?!",,,,,
BZAxtonAutoTurretII,blocks,Electricity,New,Axton's Auto Turret MKII,,,,,
BZAxtonAutoTurretIIDesc,blocks,Electricity,New,"Axton's special motion sensing bullet hose. No really, this thing eats ammunition. But good thing is, it doesn't cost any! Good thing, right?!",,,,,
BZAxtonAutoTurretIII,blocks,Electricity,New,Axton's Auto Turret MKIII,,,,,
BZAxtonAutoTurretIIIDesc,blocks,Electricity,New,"Axton's special motion sensing bullet hose. No really, this thing eats ammunition. But good thing is, it doesn't cost any! Good thing, right?!",,,,,
BZAxtonAutoTurretIV,blocks,Electricity,New,Axton's Auto Turret MKIV,,,,,
BZAxtonAutoTurretIVDesc,blocks,Electricity,New,"Axton's special motion sensing bullet hose. No really, this thing eats ammunition. But good thing is, it doesn't cost any! Good thing, right?!",,,,,
BZAxtonAutoTurretV,blocks,Electricity,New,Axton's Auto Turret MKV,,,,,
BZAxtonAutoTurretVDesc,blocks,Electricity,New,"Axton's special motion sensing bullet hose. No really, this thing eats ammunition. But good thing is, it doesn't cost any! Good thing, right?!",,,,,
BZAxtonAutoTurretPlaceable,items,Item,KgNone,Axton's Auto Turret MKI,,,,,
BZAxtonAutoTurretPlaceableDesc,items,Item,KgNone,"This is Axton's ActionSkill! An Auto Turret with near unlimmited Ammo, but only has a live time of max 40 seconds!\nPlace it on the Ground to unpack!\n\nAfter using the Package it needs to be repaired,\nuse your backpack crafting menu for that!",,,,,
BZAxtonAutoTurretIIPlaceable,items,Item,KgNone,Axton's Auto Turret MKII,,,,,
BZAxtonAutoTurretIIPlaceableDesc,items,Item,KgNone,"This is Axton's ActionSkill! An Auto Turret with near unlimmited Ammo,\nbut only has a live time of max 50 seconds!\nPlace it on the Ground to unpack!\n\nAfter using the Package it needs to be repaired,\nuse your backpack crafting menu for that!",,,,,
BZAxtonAutoTurretIIIPlaceable,items,Item,KgNone,Axton's Auto Turret MKIII,,,,,
BZAxtonAutoTurretIIIPlaceableDesc,items,Item,KgNone,"This is Axton's ActionSkill! An Auto Turret with near unlimmited Ammo,\nbut only has a live time of max 60 seconds!\nPlace it on the Ground to unpack!\n\nAfter using the Package it needs to be repaired,\nuse your backpack crafting menu for that!",,,,,
BZAxtonAutoTurretIVPlaceable,items,Item,KgNone,Axton's Auto Turret MKIV,,,,,
BZAxtonAutoTurretIVPlaceableDesc,items,Item,KgNone,"This is Axton's ActionSkill! An Auto Turret with near unlimmited Ammo,\nbut only has a live time of max 70 seconds!\nPlace it on the Ground to unpack!\n\nAfter using the Package it needs to be repaired,\nuse your backpack crafting menu for that!",,,,,
BZAxtonAutoTurretVPlaceable,items,Item,KgNone,Axton's Auto Turret MKV,,,,,
BZAxtonAutoTurretVPlaceableDesc,items,Item,KgNone,"This is Axton's ActionSkill! An Auto Turret with near unlimmited Ammo,\nbut only has a live time of max 80 seconds!\nPlace it on the Ground to unpack!\n\nAfter using the Package it needs to be repaired,\nuse your backpack crafting menu for that!",,,,,
BZAxtonAutoTurretEmpty,items,Item,KgNone,Depleted Axton's Auto Turret,,,,,
BZAxtonAutoTurretEmptyDesc,items,Item,KgNone,"Axton's Auto Turret is depleted. After using it needs to be repaired, so use your backpack crafting menu for that!",,,,,
BZSPAutoTurret,blocks,Electricity,New,Selfpowered Auto Turret,,,,,
BZSPAutoTurretDesc,blocks,Electricity,New,"A motion sensing bullet hose. No really, this thing eats ammunition.\nSelfpowered Version, not as effective as the powered Variant!",,,,,
BZSPShotgunTurret,blocks,Electricity,New,Selfpowered Shotgun Turret,,,,,
BZSPShotgunTurretDesc,blocks,Electricity,New,"A motion sensing shotgun turret. What more needs to be said?\nSelfpowered Version, not as effective as the powered Variant!",,,,,
ammoAdminTurret,items,Ammo,EnChanged,9mm Round Admin-Ammo,,,,,
ammoAdminTurretDesc,items,Ammo,KgNone,"A 9mm round usable only in Admin-Turrets like Axton's Auto Turret!",,,,,
questBZchooseActionSkill,items,Quest Note,KgNone,Choose Your Action Skill,,,,,
questBZchooseActionSkillDesc,items,Quest Note,KgNone,"Choose Your Action Skill, but choose wisely!",,,,,
questTraderAdvertisement,items,Quest Note,KgNone,Trader Advertisement,,,,,
questTraderAdvertisementDesc,items,Quest Note,KgNone,"Come buy and sell at the nearest Trader!",,,,,
BZchooseActionSkill,items,Part,New,Action Skill Pill Box,,,,,
BZchooseActionSkillDesc,items,Part,New,"Get your choosen Action Skill Pill out of this Box!\nHint: Craft the desired Pill!",,,,,
BZActionSkillAxton,items,Medical,EnChanged KgNone,"Axton's Action Skill Pill",,,,,
BZActionSkillAxtonDesc,items,Medical,EnChanged,"You have choosen Axton's Action Skill Pill.\nFine, now drink that Pill down!",,,,,
attActionSkill,progression,Attribute,New,ActionSkill,,,,,
attActionSkillDesc,progression,Attribute,New,"Your ActionSkill is your special Ability which you have mastered in your Agency. Increase this to get more Power out of it!",,,,,
attActionSkillName,progression,Attribute,New,Attribute: ActionSkill,,,,,
attActionSkillRank10Desc,progression,Attribute,New,Make a bit more Damage.,,,,,
attActionSkillRank1Desc,progression,Attribute,New,Make a bit more Damage.,,,,,
attActionSkillRank2Desc,progression,Attribute,New,Make a bit more Damage.,,,,,
attActionSkillRank3Desc,progression,Attribute,New,Make a bit more Damage.,,,,,
attActionSkillRank4Desc,progression,Attribute,New,Make a bit more Damage.,,,,,
attActionSkillRank5Desc,progression,Attribute,New,Make a bit more Damage.,,,,,
attActionSkillRank6Desc,progression,Attribute,New,Make a bit more Damage.,,,,,
attActionSkillRank7Desc,progression,Attribute,New,Make a bit more Damage.,,,,,
attActionSkillRank8Desc,progression,Attribute,New,Make a bit more Damage.,,,,,
attActionSkillRank9Desc,progression,Attribute,New,Make a bit more Damage.,,,,,
reqActionSkill01-1,progression,Attribute,New,Level 1\ActionSkill 1,,,,,
reqActionSkill03-20,progression,Attribute,New,Level 20\ActionSkill 3,,,,,
reqActionSkill05-70,progression,Attribute,New,Level 70\ActionSkill 5,,,,,
reqActionSkill07-150,progression,Attribute,New,Level 150\ActionSkill 7,,,,,
reqActionSkill10-250,progression,Attribute,New,Level 250\ActionSkill 10,,,,,
skillAxtonDesc,progression,Skill,New,Perks of Axton the Soldier Agent,,,,,
skillAxtonName,progression,Skill,New,Axton's Perks,,,,,
perkAxtonTurretDesc,progression,Perk,New,"Get better Auto Turrets:\nmore Damage, longer Livetime...",,,,,
perkAxtonTurretName,progression,Perk,New,Axton's Auto Turret Perk,,,,,
perkAxtonTurretRank1Desc,progression,Perk,New,"Auto Turret MKI. Max 40 sec Livetime. Damage 30. Burst: 10. Firerate: 0.05.",,,,,
perkAxtonTurretRank2Desc,progression,Perk,New,"Auto Turret MKII. Max 50 sec Livetime. Damage 33. Burst: 15. Firerate: 0.048.",,,,,
perkAxtonTurretRank3Desc,progression,Perk,New,"Auto Turret MKIII. Max 60 sec Livetime. Damage 36. Burst: 20. Firerate: 0.046.",,,,,
perkAxtonTurretRank4Desc,progression,Perk,New,"Auto Turret MKIV. Max 70 sec Livetime. Damage 38. Burst: 25. Firerate: 0.043.",,,,,
perkAxtonTurretRank5Desc,progression,Perk,New,"Auto Turret MKV. Max 80 sec Livetime. Damage 40. Burst: 30. Firerate: 0.04.",,,,,
x,items,Gun,KgNone,_,,,,,
y,items,Gun,KgNone,_______________________________VANILLA__LOCALIZATION__COMES__DOWN__HERE_____________________________________________,,,,,
z,items,Gun,KgNone,_,,,,,
